seqnames	start	end	FDR	V12
chrX	22455357	22455520	3.53e-07	428.676569614302
chr2L	14971735	14971948	3.57e-07	428.351451799143
chr3L	9794896	9795269	3.65e-07	427.712004004378
chr3L	21990820	21991052	4.09e-07	424.42791642089
chr2L	1657150	1657453	4.23e-07	423.456780017326
chr3R	7822846	7823202	4.47e-07	421.864436656059
chr3R	19451935	19452114	4.65e-07	420.725318959817
chr3L	20167495	20167671	4.87e-07	419.391497838078
chr3L	14378326	14378644	4.98e-07	418.747018438364
chrX	4147424	4147723	5.64e-07	415.156030031749
chr3L	5245301	5245493	7.28e-07	407.791164275751
chr3R	18841537	18841748	9.07e-07	401.447882269155
chrX	6929014	6929210	1.21e-06	393.131230436486
chr2L	23311649	23311794	1.24e-06	392.424568974241
chr2L	10830154	10830757	1.61e-06	384.890157619686
chr2L	17253090	17253484	1.69e-06	383.490906456334
chr2L	13355090	13355195	1.76e-06	382.319862809232
chrX	18407961	18408176	2.14e-06	376.679155453955
chr3L	9122592	9122718	2.22e-06	375.620177854976
chr3L	16853962	16854062	2.27e-06	374.97752543616
chr3R	15650628	15651119	2.28e-06	374.850694898683
chr3L	22313159	22313293	2.31e-06	374.473514353657
chrX	22807039	22807601	2.61e-06	370.95037525058
chr3L	347367	347545	3.03e-06	366.645015512519
chr2L	5861254	5861691	3.3e-06	364.182050897062
chr2L	11778806	11779032	3.4e-06	363.320676459224
chr2L	20467478	20467653	3.5e-06	362.484272945331
chr2L	14965096	14965318	3.87e-06	359.58470005909
chr3L	22928028	22928466	3.88e-06	359.510238338235
chrX	10732113	10732253	4.71e-06	353.916830189722
chr3R	19720616	19720898	5.94e-06	347.222112765963
chr2R	7686902	7687063	6.36e-06	345.250836076291
chr2L	3993067	3993325	6.4e-06	345.069933284231
chrX	458710	458855	7.16e-06	341.832179636693
chr2L	14469624	14469898	8.46e-06	337.018218119579
chr2R	20120841	20121124	9.78e-06	332.834682082933
chr2R	21777847	21778153	9.99e-06	332.22167782613
chr2L	20908410	20908675	1.08e-05	329.972183240961
chr2R	15286079	15286464	1.2e-05	326.93212137206
chr3R	21480378	21480672	1.22e-05	326.455186532973
chrX	19207840	19208004	1.27e-05	325.296239548787
chr3R	28958916	28959059	1.45e-05	321.471751483932
chr3L	12866048	12866152	1.54e-05	319.734202470333
chr3L	8551239	8551462	2.02e-05	311.905703629195
chr2R	20118656	20118798	2.14e-05	310.240593556208
chr3R	31372871	31373192	2.35e-05	307.539594352931
chr2R	12092423	12092732	2.65e-05	304.072962295219
chr2L	16674954	16675095	2.68e-05	303.748149475075
chrX	5488277	5488546	2.97e-05	300.783550868215
chr3R	6287786	6288358	3.18e-05	298.812274178544
chr3L	2606049	2606252	3.27e-05	298.006996774269
chr3L	4781431	4781557	3.45e-05	296.46088225092
chr2R	23205543	23205693	3.49e-05	296.128268760038
chr2L	18644948	18645119	3.68e-05	294.59869416309
chr3L	13512394	13512655	4.26e-05	290.375740879714
chr3L	13547419	13547657	4.45e-05	289.116702767156
chr2R	8542632	8542842	9.93e-05	265.956935133663
chr2L	14723291	14723416	0.000101	265.467141731448
chr2L	12871683	12871794	0.000166	251.130582759545
chr3R	10907529	10907735	0.000222	242.743054059481
chr2R	4829451	4829626	0.000224	242.484272945331
chr3R	17690626	17690857	0.000276	236.46088225092
chr3R	16135749	16135969	0.000574	215.33323285297
chr3R	14929911	14930069	0.00162	185.395809431044
chr3R	21396820	21397116	0.00244	173.578062737479
chr2R	21062743	21062931	0.00946	134.478882021948
chrX	18795901	18796177	0.0235	108.223908659689
chr2L	22281976	22282412	0.0259	105.418081837258
chr2L	22662132	22663061	0.0283	102.861082734351
chrX	23452244	23452428	0.0319	99.4059953156916
chrX	23390653	23390760	0.0533	84.5944131358055
chrX	23404732	23404884	0.0623	80.092480530509
chrX_DS483897v1_random	886	1020	0.0764	74.205671030274
chr3R	13739429	13740454	3e-17	1097.75630224728
chrX	1696894	1697985	4.04e-17	1089.16844640216
chr3R	16563042	16563669	7.94e-16	1003.23421021659
chr2L	9849399	9850386	3e-15	964.879178451786
chr3R	11358372	11358883	4.85e-15	951.018733520213
chrX	2880388	2881674	7.08e-15	940.103441260043
chr2L	7945321	7945815	2.12e-14	908.458581272692
chr2L	20537340	20537842	3.75e-13	825.563492758544
chrX	5935166	5935893	4.07e-13	823.200728780884
chr3L	8273926	8274632	6.75e-13	808.603554627445
chr2R	12537136	12537541	7.18e-13	806.821627789748
chr3L	10546067	10546543	4.12e-12	756.409856024797
chr3R	10986494	10987688	6.04e-12	745.37177178196
chr2L	15568753	15569204	1.11e-11	727.812987343712
chr2L	893246	894064	1.16e-11	726.541684768163
chr2L	9740198	9740781	2.15e-11	708.737447678925
chr3R	30999776	31000675	2.91e-11	700.003797812549
chr2R	13381109	13381553	3.48e-11	694.84243475374
chr3R	28002466	28002797	4.55e-11	687.106849968993
chrX	3898450	3899033	4.72e-11	686.048443683477
chr3R	30355008	30355396	7.8e-11	671.554698395722
chrX	7246610	7246957	7.84e-11	671.40710778841
chr2R	9294581	9294776	1.17e-10	659.855448381299
chrX	4267491	4267998	1.59e-10	651.00508366728
chr2L	7072127	7072474	1.86e-10	646.479566550806
chr2L	11609152	11609551	2.24e-10	641.115644331815
chr2L	2957304	2957574	2.37e-10	639.487877795002
chrX	6617685	6618303	2.61e-10	636.704622841569
chr2L	6166889	6167418	3.59e-10	627.505942096506
chr3R	28229601	28230001	3.59e-10	627.505942096506
chrX	10346606	10346933	5.12e-10	617.262742772967
chr3R	26738876	26739317	5.13e-10	617.206442460826
chr3L	19103170	19103617	5.84e-10	613.466251595367
chrX	18120772	18121453	1.06e-09	596.265771783956
chr3R	7883952	7884413	3.55e-09	561.390676587379
chr3L	6029368	6029736	4.11e-09	557.164289201586
chr2R	21250240	21250589	7.17e-09	541.107594701182
chrX	729321	729928	7.21e-09	540.947071890403
chr2L	7783068	7783223	7.3e-09	540.589127799872
chr3L	16251671	16252124	8.89e-09	534.903388698624
chr2R	17665437	17665553	9.49e-09	533.018895334798
chr3R	11491795	11492592	1.56e-08	518.677574600228
chr3R	31633687	31634091	1.81e-08	514.388701235808
chrX	4865002	4865198	2.04e-08	510.937112138043
chrX	11005013	11005372	2.04e-08	510.937112138043
chr3L	762603	763119	2.14e-08	509.55627924945
chr3R	12152007	12152438	2.5e-08	505.069933284231
chr3L	10286497	10286831	3.13e-08	498.58524203882
chr3R	6035103	6035808	3.17e-08	498.218838374684
chr2L	10585233	10585715	3.3e-08	497.059174692556
chr3L	5729158	5729444	5.97e-08	479.953876552176
chr3L	10337234	10337534	5.98e-08	479.90558549351
chr3R	20257279	20257453	8.03e-08	471.400495427126
chr2L	19280071	19280906	1.03e-07	464.217046536061
chr2R	21226555	21226931	1.19e-07	460.050701813566
chr2L	20961582	20961821	1.34e-07	456.62527327057
chr2R	8521811	8522206	1.39e-07	455.568235625255
chr3R	28635343	28635431	1.46e-07	454.150565902125
chr2R	8538410	8538946	1.49e-07	453.563686670482
chr3L	10153250	10153692	2.19e-07	442.451315887702
chr3R	24463392	24463648	2.5e-07	438.631371386483
chr3L	5712800	5712963	2.67e-07	436.733138445974
chr3R	31003974	31004216	2.92e-07	434.150565902125
chr3R	8071743	8072044	3.08e-07	432.611326265827
chrX	4225318	4225462	3.63e-07	427.87054231981
chr3R	19671390	19671501	3.91e-07	425.726561133578
chr3R	31060534	31060651	4.44e-07	422.058739752723
chrX	20829971	20830263	4.61e-07	420.974598271138
chr3R	28544752	28544890	6.67e-07	410.316198056034
chr3R	22498299	22498546	7.14e-07	408.351451799143
chr3L	4188888	4189017	9.59e-07	399.839316979363
chr3R	29978622	29978709	1.01e-06	398.344265526942
chr3R	17938849	17939079	1.08e-06	396.410745138709
chr3L	17601397	17601630	1.17e-06	394.10120079031
chr2R	11057589	11057842	1.19e-06	393.612139915819
chr3L	13184542	13184753	1.39e-06	389.129673727508
chr3R	28233454	28233570	1.48e-06	387.319427869399
chr4	530799	531041	1.49e-06	387.125124772735
chr3R	20711020	20711656	1.51e-06	386.740400395476
chr2R	10368739	10369023	2e-06	378.631371386483
chr2R	14445106	14445233	2.2e-06	375.881300911485
chr2L	8685842	8685999	2.24e-06	375.361396740826
chrX	12981367	12981536	2.61e-06	370.95037525058
chr3L	14063022	14063315	3.4e-06	363.320676459224
chr2R	15729338	15729488	4.1e-06	357.918893191869
chrX	112132	112263	4.16e-06	357.499700819156
chrX	16288463	16288572	4.32e-06	356.410745138709
chr2R	7939338	7939469	4.54e-06	354.97752543616
chrX	7851346	7851657	4.74e-06	353.733630204013
chr3L	7241298	7241639	5.11e-06	351.564905563226
chr3L	23738353	23738643	5.29e-06	350.566016939697
chr3R	10192127	10192277	5.36e-06	350.186711372823
chr3R	28483877	28484054	5.55e-06	349.181615957229
chr2R	1335804	1335959	6.45e-06	344.845388175766
chr2L	1217011	1217393	6.5e-06	344.622577023662
chr3R	25335199	25335303	7.21e-06	341.631386197162
chrX	6588110	6588264	8.22e-06	337.848603508344
chr2L	17126352	17126584	8.35e-06	337.39584743475
chr3R	10238823	10239146	9.02e-06	335.16882271687
chr3R	26757098	26757419	1.18e-05	327.417072296994
chrX	1073407	1073675	1.4e-05	322.484272945331
chr3R	20998225	20998346	1.55e-05	319.547445178746
chrX	2911636	2911768	1.67e-05	317.39584743475
chr2R	951517	951617	2.51e-05	305.639062205215
chr3L	14189999	14190113	2.57e-05	304.957442300353
chr3R	25503788	25504077	2.8e-05	302.484272945331
chr3R	10722092	10722344	3.4e-05	296.882114561477
chr3L	3719711	3719863	3.71e-05	294.364425751815
chr2R	10962208	10962348	4.55e-05	288.47547858251
chr3R	15155143	15155297	5.76e-05	281.671433255384
chr2L	2220428	2220547	6.78e-05	276.967104021504
chrX	17941128	17941289	9.32e-05	267.786210391145
chr3R	20891940	20892119	0.000112	262.484272945331
chrX	7981087	7981197	0.000125	259.315685693242
chr3R	17211060	17211238	0.000173	249.938806833749
chr2L	17318457	17318580	0.000179	248.955055841198
chrX	10293801	10293964	0.000306	233.48361453263
chr3L	18701463	18701665	0.000429	223.734694636493
chr3R	3525862	3526013	0.000642	212.102781644037
chr3R	30953579	30953706	0.000665	211.087160778712
chr3R	27038975	27039151	0.00103	198.462798945072
chr2R	6768302	6768725	0.00108	197.095059445467
chr3R	29795301	29795621	0.00134	190.871025679581
chr3L	7305076	7305245	0.00162	185.395809431044
chr2R	7261453	7261805	0.00524	151.524349457987
chrY_CP007111v1_random	26130	28011	0.012	127.616435678819
chrX	23331976	23332262	0.0745	74.9323152839985
chr2R	5836386	5837852	1.83e-19	1244.89580308701
chr3L	2827417	2827769	9.25e-16	998.827923051377
chr2L	17468065	17468930	9.96e-16	996.694075518089
chrX	19992300	19993209	5.32e-15	948.34990355168
chrX	13969555	13970127	1.42e-14	920.022047973862
chr3R	28060772	28061474	5.88e-13	812.584981569481
chrX	2562884	2563377	9.91e-13	797.523603522479
chr3R	22327749	22328050	2.86e-12	766.942439832894
chr2L	10524035	10524747	3.6e-12	760.302804641868
chr2L	19342287	19342957	3.92e-12	757.845669686157
chr2R	15079040	15079500	3.95e-12	757.625689707172
chr3L	17578722	17578999	4.26e-12	755.445674163945
chr3R	10971528	10971768	4.42e-12	754.381815380633
chr3L	13566646	13567232	4.71e-12	752.548201576206
chr2R	18540941	18541446	5.99e-12	745.611622712686
chrX	1534365	1534791	1.43e-11	720.503877935146
chr2R	21406185	21406710	2.32e-11	706.541684768163
chr2L	18847872	18848261	6.83e-11	675.386469304912
chr2L	20434721	20435119	7.39e-11	673.112693587791
chr2R	13405232	13405694	8.04e-11	670.680270847136
chr2L	18178026	18178514	9.43e-11	666.079025457212
chrX	2912921	2913287	1.79e-10	647.586427227682
chr2R	16565215	16565665	1.95e-10	645.116136497975
chr3R	9866446	9866672	2.63e-10	636.484362987121
chr2R	16901313	16901844	2.79e-10	634.780316536383
chr2L	15195182	15195536	3.48e-10	628.403872855992
chrX	10137903	10138208	3.48e-10	628.403872855992
chr2L	3227803	3228303	3.55e-10	627.829238485126
chr3L	6509732	6510138	4.47e-10	621.180122349301
chrX	16296882	16297318	6.59e-10	609.980049672806
chr3L	14374825	14375259	6.66e-10	609.675175431542
chr3R	27869504	27869872	7.65e-10	605.676424021367
chr3R	22783258	22783586	1.46e-09	587.027689697619
chr2L	16676675	16676941	1.58e-09	584.748565911678
chr3L	3487589	3487902	1.68e-09	582.977832419645
chr3R	9284043	9284364	2.15e-09	575.860323883431
chr2L	8581893	8582127	2.36e-09	573.171319887983
chr3L	13282278	13282701	2.54e-09	571.050487139776
chr2R	20399774	20400692	2.54e-09	571.050487139776
chrX	13472023	13472355	2.77e-09	568.549337554236
chr3R	9324935	9325562	3.02e-09	566.056086088718
chr2L	21013509	21013783	3.09e-09	565.394920317132
chr2R	9919562	9920089	4.07e-09	557.446481189895
chr2L	21918699	21919025	4.12e-09	557.094170331555
chr3R	18834892	18835417	4.9e-09	552.091422095168
chr3L	223717	223851	6.4e-09	544.385618977473
chr3L	13565148	13565823	6.68e-09	543.150095025739
chr3R	31925834	31926334	1.01e-08	531.221389322437
chr3R	28961574	28961829	1.1e-08	528.758424706979
chr3R	22985852	22986208	1.17e-08	526.978324585804
chr2R	16061084	16061554	1.27e-08	524.611925242029
chr2L	8364495	8364702	1.31e-08	523.717158946723
chr3R	27607796	27607894	1.39e-08	522.006797523002
chr3R	13051247	13051579	2.36e-08	506.732757990236
chrX	21262611	21263052	2.55e-08	504.498550240295
chr3R	21581505	21581884	3.16e-08	498.31000401393
chr2L	17795636	17795972	3.79e-08	493.064538214051
chr2R	15462315	15463018	3.99e-08	491.580720253026
chr3R	7651406	7652125	5.07e-08	484.668780237406
chr2R	24917252	24917592	5.25e-08	483.662146726403
chr2L	8534562	8534810	5.45e-08	482.583370584187
chr2R	17278739	17278999	5.95e-08	480.050701813566
chr3R	16146953	16147119	6.45e-08	477.72251197126
chrX	12567089	12567495	7.5e-08	473.370683269808
chr2L	1534559	1534869	7.93e-08	471.762077863393
chr3L	13472647	13472856	8.05e-08	471.328719517433
chr2R	16989657	16990141	8.54e-08	469.623773785063
chr2L	3909309	3909803	9.84e-08	465.535328870688
chr2L	5650652	5651013	1.03e-07	464.217046536061
chr3L	6609475	6609625	1.08e-07	462.849307036456
chr2R	5812242	5812459	2.31e-07	440.912076251404
chr2L	414467	414582	2.43e-07	439.45080700761
chr3R	21800677	21800840	3.24e-07	431.150057022033
chr2L	1772344	1772453	3.28e-07	430.796016987364
chrX	1692270	1692377	3.42e-07	429.590006782007
chr2L	21198733	21199008	3.89e-07	425.874530180001
chrX	6890711	6890933	4.21e-07	423.593528618397
chrX	340283	340525	4.27e-07	423.185211887315
chr2R	19486214	19486617	5.73e-07	414.699230504587
chr4	416259	416410	6.18e-07	412.517796521638
chrX	6285231	6285606	6.48e-07	411.150057022033
chr2R	8767456	8767776	6.75e-07	409.972183240961
chr3R	23541078	23541493	7.73e-07	406.060565001228
chrX	3485280	3485419	7.84e-07	405.652860197421
chrX	22482302	22482409	8.73e-07	402.550300207136
chr2R	12613126	12613237	9.47e-07	400.202644770358
chr3L	4965378	4965910	1.19e-06	393.612139915819
chr3L	14833629	14833885	1.28e-06	391.508495181978
chr2R	2564902	2565030	1.33e-06	390.402846471954
chrX	10123814	10124026	1.36e-06	389.759238356971
chr2R	12555416	12555569	1.64e-06	384.357455089616
chr3L	17288547	17288844	2.27e-06	374.97752543616
chr3R	7681353	7681693	2.44e-06	372.89374843072
chr4	659921	660043	2.5e-06	372.192809488736
chr3L	11876662	11876801	2.75e-06	369.442739013738
chr2R	17970986	17971249	3.09e-06	366.07923462389
chr2R	16936600	16936847	3.74e-06	360.570605984225
chr2R	23461624	23461779	3.92e-06	359.214298299674
chr3R	13522816	13523168	4.7e-06	353.978156250678
chr2L	12840355	12840531	4.76e-06	353.612139915819
chr3R	32052838	32053053	5.36e-06	350.186711372823
chr3R	12829007	12829176	6.58e-06	344.269619707273
chr3R	4333783	4333880	7.58e-06	340.187414418556
chr2L	21179384	21179529	9.36e-06	334.10120079031
chrX	8464947	8465049	9.65e-06	333.220792538869
chrX	20013550	20013959	9.95e-06	332.337440873358
chr3L	13751654	13751922	1.17e-05	327.662638892563
chr3R	27500152	27500346	1.26e-05	325.524334814232
chr2L	11836287	11836451	1.27e-05	325.296239548787
chr3R	11435943	11436138	1.38e-05	322.899444148667
chr3R	22648797	22649080	1.44e-05	321.671433255384
chr2L	15178955	15179116	1.6e-05	318.631371386483
chr3L	14838399	14838667	1.71e-05	316.712882986513
chrX	6492359	6492490	2.45e-05	306.337174504179
chrX	3228563	3228740	2.72e-05	303.320676459224
chr2R	21009983	21010130	3.01e-05	300.397539749037
chr3L	9223070	9223214	3.22e-05	298.451595721938
chr2R	10330605	10330832	3.28e-05	297.918893191869
chr2L	20213718	20213872	3.36e-05	297.223584828656
chr3L	9910527	9910650	3.8e-05	293.672821117612
chr3L	2705286	2705408	4.63e-05	287.972565619026
chrX	15870918	15871005	5.94e-05	280.783550868215
chrX	5810635	5810954	8.06e-05	271.977212713671
chr2L	20624349	20624734	0.000112	262.484272945331
chr3R	17636924	17637055	0.000131	257.962911355734
chr2R	22174635	22174727	0.000191	247.082794825769
chr3R	18211969	18212080	0.000238	240.735016120325
chr2L	9770044	9770325	0.000271	236.988390559406
chr2L	13319551	13319652	0.000343	230.190076063027
chr2R	8480411	8480546	0.000355	229.197867098643
chr2R	6079998	6080386	0.000478	220.614035226869
chr3L	10115522	10115815	0.000567	215.687272887639
chrX	5304322	5304484	0.000806	205.538650815924
chrX	2891696	2891837	0.000874	203.201581996472
chr2R	9777467	9777689	0.000966	200.313783809768
chr2L	21716548	21716758	0.00173	183.500244936002
chr2R	7124647	7124741	0.00221	176.434758300908
chr3L	13276894	13277074	0.00225	175.917185664396
chr2L	4863187	4863336	0.00292	168.396318311136
chr3R	19559464	19559654	0.00307	166.950912581333
chrX	2529198	2529317	0.0051	152.305740751559
chr2R	1283471	1283848	0.013	125.30689133042
chr3L	19859798	19859920	0.027	104.217935649972
chr2R	603516	604053	0.0321	99.2256578485429
chr2R	1232795	1233227	0.0433	90.5897832964545
chr2R	4299026	4299413	0.0615	80.4653955864569
chr3R	26832216	26833216	4.62e-17	1085.29769522888
chr2L	20020062	20020721	3.72e-14	892.233814141795
chr3R	31164941	31165593	7.93e-14	870.393449249876
chr2R	22781569	22782483	2.7e-13	835.042116525192
chr2R	12111213	12111833	5.63e-13	813.838606224604
chrX	18620597	18621436	1.8e-12	780.302804641868
chr3R	29637907	29638489	5.74e-12	746.841728034948
chr2L	13699306	13699754	1.04e-11	729.692510307892
chr3L	7183159	7183490	1.43e-11	720.503877935146
chr2L	9858496	9859024	2.12e-11	709.14289557945
chr3L	6552496	6552823	2.39e-11	705.683968511099
chr2R	21073637	21074193	2.98e-11	699.317934261471
chr3R	17911585	17911872	5.73e-11	680.453478095576
chr3R	18569247	18569665	7.53e-11	672.571183577276
chr3R	30455048	30456134	8.02e-11	670.752136141616
chr2L	17860045	17860634	1.28e-10	657.262742772967
chr3R	30291275	30291757	1.45e-10	653.664560972668
chr3R	15940551	15940871	3.48e-10	628.403872855992
chr3R	27611920	27612294	4.78e-10	619.245406613352
chr3L	12515466	12515706	1.08e-09	595.72643083195
chr2L	20004304	20004639	1.3e-09	590.376824614651
chr2L	1263920	1264328	1.42e-09	587.829238485126
chrX	17540750	17541297	1.55e-09	585.301692769735
chr3R	12932295	12932807	2.21e-09	575.066129687391
chrX	13920369	13920791	2.9e-09	567.225999074921
chrX	17561522	17561970	3.02e-09	566.056086088718
chr3R	13052226	13052618	3.27e-09	563.761244365258
chr2L	19712944	19713417	3.55e-09	561.390676587379
chr2R	14540002	14540404	5.95e-09	546.489263711314
chrX	13782385	13782567	6.35e-09	544.611925242029
chrX	17034711	17035029	6.41e-09	544.340569942845
chr3L	22871714	22871890	8.22e-09	537.164289201586
chr3L	16480293	16480480	9.48e-09	533.049315897255
chrX	7490041	7490370	1.04e-08	530.376824614651
chr2R	23819303	23819699	1.08e-08	529.287868934203
chrX	7257711	7258080	1.09e-08	529.021932481934
chrX	10980672	10981068	1.15e-08	527.475817958585
chr2R	10413286	10413720	1.24e-08	525.301692769735
chrX	4888527	4888868	1.3e-08	523.938262716903
chr3L	8009803	8010126	1.33e-08	523.279970267449
chr2R	24709212	24709507	2.24e-08	508.23852053632
chr2L	17950398	17950924	2.29e-08	507.601543215534
chr3R	16647911	16648173	2.68e-08	503.063835168317
chr2R	12446676	12447064	3.02e-08	499.617524190971
chr3R	9393981	9394160	3.76e-08	493.29384194392
chrX	16384286	16384500	4.13e-08	490.585659549084
chr3L	15788677	15789115	4.52e-08	487.982039729169
chr2R	18950742	18950975	4.95e-08	485.359924678133
chr2R	19310853	19311009	6.61e-08	477.015489747319
chrX	9608526	9608663	6.8e-08	476.197800254718
chr2R	22624550	22624840	7.83e-08	472.128249031652
